age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility,total_monthly_expenses,debt_to_income_ratio,expense_to_income_ratio,available_income,affordability_ratio
43,Male,Single,High School,37449,Private,10,Medium,Rented,17357,1,4,99,9526,5944,23557,19791,No,24444,701,463621,378893,Home Appliances,1069888,42,500.0,Not_Eligible,100718,0.6527277096851718,2.689471013912254,-63269,0.013351491361585088
27,Female,Married,Professional,184725,Private,6,Large,Rented,10154,3,0,8307,19824,7964,25631,14118,No,15763,419,319969,67756,Personal Loan,965817,24,29037.4,Not_Eligible,101761,0.08533225064284748,0.5508783326566518,82964,0.15719258357017188
43,Female,Single,High School,174931,Government,14,Medium,Own,27442,6,2,12667,5826,9587,25506,11390,No,28365,368,548632,308922,Home Appliances,1476763,67,18951.8,Not_Eligible,120783,0.1621496475753297,0.690460810262332,54148,0.1083387164081838
33,Female,Single,Graduate,154648,Private,2,Small,Family,26986,1,3,5714,1719,12131,19008,6856,Yes,11457,361,229969,369575,E-commerce Shopping,363851,25,24771.95,Not_Eligible,83871,0.0740843722518235,0.54233485075785,70777,0.16018280223475248
52,Male,Single,Professional,191946,Private,1,Small,Own,13377,3,2,11063,2860,13676,24198,15851,Yes,11032,420,579780,376402,Education,826417,26,34961.149999999994,Not_Eligible,92057,0.05747449803590593,0.4795984287247455,99889,0.18214054994633905
44,Female,Single,Post Graduate,51345,Government,21,Small,Family,19486,1,1,10302,9162,12523,16050,5758,No,10152,815,306687,240301,Education,544972,41,500.0,Not_Eligible,83433,0.19772129710780018,1.6249488752556238,-32088,0.009738046547862499
31,Female,Single,Post Graduate,132926,Self-employed,7,Small,Family,23846,3,4,6275,11704,14623,17048,9366,No,16630,704,928658,352570,Education,1427716,40,11701.9,Eligible,99492,0.12510720250364865,0.7484765960007824,33434,0.08803319139972617
38,Female,Married,Graduate,139576,Private,30,Large,Family,1800,1,2,9463,66,8503,11530,1184,No,28222,669,163096,225112,E-commerce Shopping,1183314,49,27582.8,High_Risk,60768,0.20219808563076747,0.43537570929099556,78808,0.19761850174815154
33,Male,Married,High School,84428,Self-employed,7,Medium,Own,17192,1,4,14730,24285,8377,10966,16613,Yes,25007,400,707666,464676,Personal Loan,591389,9,500.0,Not_Eligible,117170,0.2961932060453878,1.3878097313687403,-32742,0.005922205903254844
43,Female,Married,High School,19321,Self-employed,10,Large,Rented,21822,6,1,2690,20229,10726,11465,7098,Yes,16950,531,501131,283729,Vehicle,540026,46,500.0,Not_Eligible,90980,0.8772837844832048,4.7088660007246,-71659,0.025878577713368874
38,Female,Married,Post Graduate,20776,Self-employed,15,Small,Rented,5133,5,4,1434,25413,9236,10051,10137,No,25056,471,866016,153539,Education,436213,75,500.0,Not_Eligible,86460,1.2060069310743164,4.161532537543319,-65684,0.024066230265691182
60,Female,Single,High School,31119,Self-employed,1,Medium,Family,8761,4,3,1902,17310,2979,27231,9037,Yes,12545,518,795243,186358,Vehicle,10245,43,500.0,Not_Eligible,79765,0.4031299206272695,2.563225039365018,-48646,0.016067354349432822
41,Male,Single,Professional,176641,Self-employed,21,Large,Rented,969,2,1,3023,3605,2864,23345,3788,Yes,25110,631,715836,421440,Personal Loan,143928,44,39877.95,High_Risk,62704,0.14215272784914035,0.35497987443458767,113937,0.2257570439478943
54,Male,Married,Professional,145078,Self-employed,27,Small,Rented,4079,4,2,13739,16724,10999,29468,13781,No,22635,547,961846,97632,Vehicle,639737,76,11778.55,Not_Eligible,111425,0.15601952053378182,0.7680351259322571,33653,0.08118770592371
33,Male,Single,Post Graduate,184668,Government,4,Medium,Own,18263,5,2,7057,20133,11466,23140,8618,Yes,20655,461,382566,22427,Vehicle,1328507,81,26367.6,Not_Eligible,109332,0.11184937292871532,0.592046266813958,75336,0.1427838066151147
57,Male,Married,Professional,67967,Government,6,Medium,Rented,15601,6,3,6813,16485,5444,7528,5935,No,468,791,910628,377896,Vehicle,641852,50,3392.55,Not_Eligible,58274,0.006885694528226934,0.8573866729442229,9693,0.049914664469521974
49,Female,Married,Post Graduate,179135,Self-employed,19,Small,Rented,14688,3,0,10967,11577,11352,11064,11345,No,3958,606,552358,137042,E-commerce Shopping,1210201,74,36464.4,High_Risk,74951,0.02209506796550088,0.4184051134619142,104184,0.20355821028833004
38,Female,Married,High School,168412,Government,27,Small,Own,3319,4,4,6062,24517,4101,26137,9619,No,18958,715,425168,199776,Personal Loan,27510,24,26494.65,Eligible,92713,0.11256917559318813,0.5505130275752321,75699,0.15732044034866874
35,Male,Married,High School,90723,Government,12,Medium,Rented,4705,2,2,2593,16284,11515,13630,1954,No,13106,449,282039,404238,Vehicle,543595,65,9427.6,Not_Eligible,63787,0.1444617131267705,0.7030962379991843,26936,0.10391631670028549
59,Male,Single,High School,127620,Self-employed,1,Small,Family,6611,6,3,6518,13239,4433,13113,1056,Yes,4247,318,790591,480492,Education,181765,59,27441.05,Not_Eligible,49217,0.03327848299639555,0.3856527190095596,78403,0.21502154834665413
38,Female,Single,Graduate,152740,Self-employed,25,Large,Own,15259,2,4,4939,1133,14013,25392,13037,Yes,21779,319,507720,264534,Education,35836,84,20015.8,Not_Eligible,95552,0.14258871284535812,0.6255859630745056,57188,0.131044912923923
54,Female,Married,Post Graduate,95880,Private,2,Small,Rented,387,3,1,4393,21386,12699,4283,2640,Yes,13111,655,326666,119772,Personal Loan,753005,58,12943.35,High_Risk,58899,0.13674384647476012,0.6142991239048811,36981,0.13499530663329162
28,Male,Married,Professional,23195,Government,8,Small,Rented,13985,2,3,7139,13743,9995,7091,2914,No,23589,313,613003,452262,E-commerce Shopping,915299,36,500.0,Not_Eligible,78456,1.0169864194869584,3.3824531148954518,-55261,0.02155636990730761
28,Male,Married,High School,117658,Self-employed,9,Small,Own,8067,5,1,12583,26965,3069,5221,19915,No,10520,600,950426,491981,Vehicle,624931,25,10961.3,High_Risk,86340,0.08941168471332166,0.7338217545768243,31318,0.09316238589811147
52,Male,Married,Graduate,72995,Government,23,Medium,Family,13046,4,1,11790,17211,13672,12939,513,Yes,1621,602,334640,388061,E-commerce Shopping,1481326,30,771.05,Not_Eligible,70792,0.022207000479484897,0.9698198506747038,2203,0.010563052263853689
32,Male,Married,Professional,145112,Government,12,Medium,Own,22341,2,1,12402,29874,6140,14458,4427,No,19379,538,366109,233665,Personal Loan,515439,43,12631.85,Not_Eligible,109021,0.13354512376647004,0.7512886597938144,36091,0.08704896907216494
26,Female,Single,Professional,53250,Government,24,Small,Family,2489,4,4,12239,10918,14999,10121,15961,No,18354,330,148730,477516,Home Appliances,648958,12,500.0,Not_Eligible,85081,0.34467605633802817,1.5977652582159625,-31831,0.009389671361502348
46,Male,Married,Professional,162148,Private,20,Medium,Own,23893,1,0,14828,26757,9682,22896,532,No,8622,399,218447,144359,Education,25219,54,19228.3,Not_Eligible,107210,0.05317364383156129,0.6611860769173841,54938,0.11858487307891555
40,Male,Married,High School,30376,Self-employed,12,Small,Rented,8707,4,1,7224,5149,14778,9415,14619,No,12285,762,725920,285979,Vehicle,90645,58,500.0,Not_Eligible,72177,0.40443112983934687,2.376119304714248,-41801,0.016460363444824863
53,Female,Single,Professional,79723,Government,4,Large,Own,22321,3,2,2926,23402,2479,15595,3926,Yes,28239,706,71553,482718,Vehicle,230320,25,500.0,Not_Eligible,98888,0.3542139658567791,1.2403948672277763,-19165,0.0062717158160129445
54,Female,Single,Post Graduate,58442,Self-employed,22,Medium,Own,20228,5,4,11405,15832,12127,25152,12591,No,4415,394,571659,152203,Personal Loan,188183,12,500.0,Not_Eligible,101750,0.07554498477122618,1.7410424010129701,-43308,0.00855549091406865
36,Female,Single,Graduate,20392,Government,6,Small,Family,2890,6,4,6862,5091,2703,5642,2911,No,27818,408,868212,329996,Personal Loan,1361564,67,500.0,Not_Eligible,53917,1.364162416633974,2.644027069438996,-33525,0.02451941938014908
59,Female,Single,Professional,173178,Self-employed,16,Medium,Own,12332,2,1,14987,16768,5316,27453,19652,No,2118,458,79036,61954,E-commerce Shopping,1193266,31,26093.2,Not_Eligible,98626,0.012230190901846655,0.5695065193038377,74552,0.15067271824365683
35,Female,Single,Professional,39809,Self-employed,27,Large,Family,1442,6,2,10858,25173,12857,3555,1277,No,17495,346,703546,80446,Education,1453932,48,500.0,Not_Eligible,72657,0.43947348589514934,1.825140043708709,-32848,0.01255997387525434
45,Male,Single,Post Graduate,130095,Self-employed,14,Large,Own,722,5,3,6004,8,11204,5254,17250,No,28641,655,613461,232818,E-commerce Shopping,481969,43,21354.2,High_Risk,69083,0.22015450247895768,0.5310196394942157,61012,0.16414312617702448
45,Male,Single,Professional,146765,Government,29,Small,Rented,8947,4,4,1826,28807,5686,4140,7929,No,28728,829,889740,277567,Personal Loan,736666,71,21245.7,Eligible,86063,0.19574149150001705,0.5864000272544544,60702,0.14475999046094096
29,Male,Single,High School,114473,Private,4,Medium,Own,2250,2,1,6552,17697,6617,17213,16107,No,2214,501,843961,482635,Education,1085493,46,16038.05,Not_Eligible,68650,0.019340805255387734,0.5997047338673749,45823,0.1401033431464188
44,Female,Single,High School,109769,Self-employed,23,Large,Rented,18292,5,1,1025,13263,5908,25532,12662,Yes,4726,562,525369,425812,Personal Loan,143852,31,9926.35,Not_Eligible,81408,0.04305404986835992,0.7416301505889641,28361,0.09042944729386257
27,Male,Married,High School,89710,Private,6,Medium,Family,2586,3,0,785,978,4230,14996,15682,No,17180,849,177346,183421,E-commerce Shopping,122044,52,11645.55,Eligible,56437,0.19150596366068443,0.6291048935458701,33273,0.12981328725894548
57,Female,Single,Professional,26352,Self-employed,26,Small,Family,8577,1,0,12322,20107,9334,17253,5800,No,3307,327,824036,30529,E-commerce Shopping,817509,22,500.0,Not_Eligible,76700,0.1254933211900425,2.9105950212507588,-50348,0.018973891924711595
33,Male,Married,Graduate,198268,Private,1,Large,Family,22510,1,3,1800,18474,2849,27346,5143,Yes,2969,317,38684,247473,E-commerce Shopping,1464521,65,41011.95,Not_Eligible,81091,0.014974680735166543,0.40899691326890875,117177,0.20685108035588193
33,Male,Married,Graduate,151064,Self-employed,29,Large,Family,6773,3,3,14730,11368,5020,8745,2156,No,9613,308,876246,496847,Home Appliances,356741,10,32430.65,Not_Eligible,58405,0.06363528041095165,0.38662421225440874,92659,0.21468152571095694
28,Female,Married,Professional,68076,Private,23,Medium,Own,11207,6,3,11481,26423,9236,21169,10449,No,22847,827,88606,25951,E-commerce Shopping,753073,67,500.0,Not_Eligible,112812,0.3356102003642987,1.6571478935307598,-44736,0.007344732357952876
59,Female,Married,Graduate,38354,Self-employed,17,Large,Own,15073,1,3,5186,19486,1450,18660,9625,No,5934,617,514520,294856,Vehicle,1145213,46,500.0,Not_Eligible,75414,0.15471658757887052,1.966261667622673,-37060,0.013036449913959431
41,Male,Married,Graduate,149384,Self-employed,9,Small,Own,12647,3,1,7236,20137,2259,10592,2049,Yes,4627,339,183306,252405,E-commerce Shopping,508506,18,31442.95,Not_Eligible,59547,0.030973866009746692,0.39861698709366467,89837,0.21048405451721738
58,Male,Married,Professional,60833,Private,0,Small,Rented,8190,4,1,8552,3744,10195,25515,10013,Yes,20486,772,165992,302736,Personal Loan,129899,71,500.0,Not_Eligible,86695,0.3367580096329295,1.4251310966087485,-25862,0.00821922311903079
48,Male,Married,High School,19318,Self-employed,26,Large,Own,4087,6,1,6601,6930,5777,28689,10982,No,26321,393,320383,322680,E-commerce Shopping,1040518,52,500.0,Not_Eligible,89387,1.362511647168444,4.627135314214722,-70069,0.025882596542085103
56,Male,Married,Professional,127363,Government,26,Small,Rented,26067,6,2,12581,1788,8392,6099,19197,No,28650,357,564409,403511,Personal Loan,1430999,15,8606.15,Not_Eligible,102774,0.22494759074456475,0.8069376506520732,24589,0.06757182227177437
25,Male,Single,High School,114992,Self-employed,13,Large,Rented,5078,3,3,3397,17626,8575,22999,17518,Yes,10697,649,357565,22641,Personal Loan,369063,67,10185.7,High_Risk,85890,0.09302386252956728,0.7469215249756505,29102,0.08857746625852234
32,Female,Married,High School,81003,Self-employed,26,Large,Own,8142,1,2,1226,10199,14605,4240,7753,No,24813,574,192482,213714,Education,1317209,74,3508.75,Not_Eligible,70978,0.30632198807451577,0.8762391516363591,10025,0.043316296927274296
47,Female,Married,Graduate,173264,Government,18,Large,Rented,26543,4,4,2640,8304,8986,27646,14547,No,24413,838,705303,346630,Home Appliances,10462,3,21064.75,Eligible,113079,0.140900591005633,0.652639902114692,60185,0.12157603425985779
36,Female,Married,Graduate,122841,Government,15,Large,Family,12492,6,4,5050,15067,12543,10931,1976,No,2498,585,722061,281507,Personal Loan,224334,22,21799.4,Not_Eligible,60557,0.020335230094186793,0.4929705879958646,62284,0.1774602942014474
36,Female,Married,High School,115726,Government,18,Medium,Own,19702,3,1,3649,3766,2996,15317,15989,Yes,15231,344,143024,23847,Personal Loan,1027318,27,13676.6,Not_Eligible,76650,0.13161260218101378,0.6623403556676979,39076,0.11818087551630577
39,Male,Single,High School,104199,Private,5,Large,Own,3038,3,4,14632,19715,12866,18615,9448,Yes,5233,714,394557,240896,Vehicle,912036,31,7228.2,High_Risk,83547,0.050221211336001305,0.8018023205596982,20652,0.0693691878041056
43,Male,Married,Graduate,134195,Government,11,Small,Rented,9264,6,1,5911,6155,12680,22252,3013,No,12779,335,9617,132265,E-commerce Shopping,1479667,69,21749.35,Not_Eligible,72054,0.09522709489921383,0.5369350571928909,62141,0.16207272998248817
50,Female,Single,Post Graduate,183561,Private,2,Medium,Own,29037,6,3,13233,11734,5888,15958,4983,No,8640,605,434173,20643,Home Appliances,925185,20,32930.8,High_Risk,89473,0.0470688218085541,0.48742924695332884,94088,0.1793997635663349
53,Male,Single,High School,122507,Government,6,Small,Own,26876,4,2,12548,1363,12845,16707,12498,Yes,19613,337,510274,56176,Home Appliances,610879,84,7019.95,Not_Eligible,102450,0.16009697405046242,0.8362787432554875,20057,0.057302439860579396
46,Female,Married,High School,186381,Private,23,Large,Rented,14413,6,1,5637,11111,8136,20928,18753,No,9196,538,242136,38694,Education,1263110,59,34372.45,Not_Eligible,88174,0.04933979321926591,0.47308470283988174,98207,0.18442035400604137
45,Male,Married,High School,123173,Government,2,Small,Own,768,2,0,3203,28571,12224,24473,16590,No,8001,758,200942,446328,Personal Loan,713884,55,10270.05,Eligible,93830,0.0649574176158736,0.761774090100915,29343,0.08337906846467975
44,Male,Single,Graduate,43273,Government,24,Medium,Own,27255,1,0,9992,10485,2494,21754,14993,Yes,21902,466,84021,235648,Personal Loan,841489,72,500.0,Not_Eligible,108875,0.5061354655327802,2.516003050400943,-65602,0.011554549025951518
53,Male,Married,Professional,193625,Self-employed,16,Small,Own,9178,6,3,11588,15609,10264,27484,4160,Yes,17022,512,454997,348911,Vehicle,1473918,64,34412.0,Not_Eligible,95305,0.08791220142027115,0.49221433182698515,98320,0.17772498386055519
28,Female,Married,High School,44473,Government,14,Medium,Rented,29088,2,2,7235,6652,13304,29993,17406,No,10442,665,375059,38615,Home Appliances,1373354,54,500.0,Not_Eligible,114120,0.23479414476199043,2.5660513120320196,-69647,0.011242776516088413
31,Female,Single,High School,76410,Self-employed,18,Large,Own,11298,4,1,7293,3375,13436,28755,14211,No,7903,620,341101,389310,E-commerce Shopping,1468950,80,500.0,Not_Eligible,86271,0.10342887056667975,1.1290537887711032,-9861,0.006543646119617851
52,Female,Single,High School,143536,Government,27,Large,Own,5557,4,3,9608,12151,2578,16293,2524,No,19013,604,797732,355913,Education,725880,28,26534.2,High_Risk,67724,0.13246154274885744,0.4718258834020733,75812,0.18486094080927434
52,Female,Married,Professional,159751,Government,18,Small,Own,10551,5,2,12689,16251,2235,25741,16355,No,15813,481,890069,133962,Education,1387497,73,21040.6,Not_Eligible,99635,0.09898529586669254,0.623689366576735,60116,0.13170872169814274
28,Male,Married,Professional,107981,Self-employed,22,Small,Family,21646,5,0,7850,5632,10931,4106,14330,Yes,11099,382,69199,94053,Education,1047277,13,11335.45,Not_Eligible,75594,0.10278660134653318,0.7000676044859744,32387,0.10497633842990897
46,Male,Married,High School,60310,Self-employed,10,Large,Own,16580,4,1,8527,3432,10207,13644,9656,No,28791,403,587960,182101,Education,364578,23,500.0,Not_Eligible,90837,0.47738351848781296,1.5061681313215056,-30527,0.0082904990880451
36,Male,Single,High School,98406,Private,26,Large,Rented,27620,5,2,11201,16074,14004,24092,15078,No,24504,476,609903,408375,Home Appliances,207543,71,500.0,Not_Eligible,132573,0.24900920675568564,1.3472044387537345,-34167,0.005080990996483954
27,Male,Married,Post Graduate,127765,Self-employed,20,Small,Family,18691,3,4,14364,5438,7993,10177,4388,No,4760,581,601944,14750,Personal Loan,740425,33,21683.9,Not_Eligible,65811,0.03725589950299378,0.515094118107463,61954,0.16971705866238798
46,Female,Single,Professional,40992,Private,19,Large,Rented,1389,2,1,7855,14942,12157,25351,6380,No,1558,665,865458,146688,Home Appliances,514217,47,500.0,Not_Eligible,69632,0.038007416081186574,1.698672911787666,-28640,0.012197501951600312
26,Male,Single,Post Graduate,44433,Government,1,Medium,Own,6739,4,4,5938,15653,2559,14543,18225,Yes,13231,779,360942,496168,E-commerce Shopping,947417,66,500.0,Not_Eligible,76888,0.29777417685053903,1.7304255845880314,-32455,0.011252897621137443
48,Male,Married,High School,40933,Self-employed,6,Medium,Own,21695,3,3,1961,23036,10760,19664,5845,No,10863,535,954590,258309,Education,866867,29,500.0,Not_Eligible,93824,0.26538489727115044,2.2921359294456796,-52891,0.012215083184716488
58,Male,Single,High School,191092,Self-employed,18,Small,Own,19942,1,2,6947,7688,11178,12907,8036,No,24201,744,389518,345010,Home Appliances,256059,36,35067.55,Eligible,90899,0.12664580411529525,0.47568187051263267,100193,0.18351134532057858
51,Female,Married,High School,175308,Government,6,Small,Family,10773,1,2,843,5893,8888,12305,6565,Yes,2960,628,381459,450751,E-commerce Shopping,388876,52,44478.35,High_Risk,48227,0.016884568873069113,0.2750986834599676,127081,0.2537154607890113
