age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
41,Female,Single,Graduate,38731,Self-employed,6,Small,Family,29747,6,0,13785,16029,8024,27685,2416,Yes,27229,693,564484,157914,Personal Loan,375815,14,500.0,Not_Eligible
30,Female,Married,Post Graduate,153148,Government,21,Large,Family,1884,1,0,3771,2949,2850,15072,8245,No,15396,679,281292,396053,E-commerce Shopping,948999,48,36043.35,High_Risk
28,Male,Married,Professional,16071,Self-employed,23,Medium,Own,13432,1,0,9233,21725,5901,23773,4376,No,3345,606,884967,367547,Home Appliances,1009386,34,500.0,Not_Eligible
44,Male,Married,Post Graduate,114926,Self-employed,5,Medium,Own,14282,1,2,11066,29704,4603,21646,13647,Yes,17565,306,839844,480048,E-commerce Shopping,819371,33,844.55,Not_Eligible
51,Female,Married,Post Graduate,142872,Government,1,Small,Rented,19505,2,1,4244,25477,3260,16623,12536,Yes,18074,321,992996,138160,Personal Loan,221422,15,15103.55,Not_Eligible
39,Female,Married,Graduate,56410,Government,28,Small,Family,14202,5,0,4653,19868,13557,16515,7164,No,4795,835,344433,8582,Vehicle,555393,51,500.0,Not_Eligible
30,Female,Married,Graduate,109948,Private,8,Large,Family,10231,1,1,6885,5590,10175,3959,18190,Yes,19888,681,320778,444461,Vehicle,784602,71,12260.5,High_Risk
38,Female,Single,Professional,56041,Private,8,Small,Own,7642,6,0,10701,7237,8814,4559,16970,No,20592,659,825658,55306,Vehicle,1361930,66,500.0,Not_Eligible
35,Female,Married,Post Graduate,138616,Government,18,Small,Rented,21995,6,2,4006,12629,14061,28692,4452,No,12829,597,424395,264207,Personal Loan,958556,28,13983.199999999999,Not_Eligible
33,Male,Married,High School,68326,Government,8,Small,Own,7952,2,0,12002,65,11151,20064,486,No,9132,449,87987,7349,Personal Loan,221306,51,2615.8999999999996,Not_Eligible
50,Male,Married,Post Graduate,184621,Government,1,Large,Family,9595,5,4,11216,12894,11420,28627,1708,No,18164,462,646816,485048,E-commerce Shopping,724565,25,31848.949999999997,Not_Eligible
40,Male,Single,Graduate,68096,Private,27,Large,Family,20087,5,3,12982,3764,10954,18677,13356,No,7779,415,876930,221731,Education,275114,68,500.0,Not_Eligible
29,Female,Married,High School,192462,Government,29,Medium,Family,4482,4,0,14902,11333,2288,23157,13746,No,13844,482,775709,295986,Personal Loan,1161535,5,38048.5,Not_Eligible
34,Female,Married,High School,192124,Private,18,Large,Family,1981,3,3,14601,19177,10208,15553,4006,No,3509,430,456753,69781,Personal Loan,16605,79,43081.149999999994,Not_Eligible
27,Male,Single,Graduate,58167,Private,15,Small,Rented,13918,1,3,4642,11524,3153,7991,19414,No,28047,666,644050,230887,Vehicle,410694,23,500.0,Not_Eligible
37,Male,Married,High School,76292,Private,29,Medium,Family,29984,2,2,2127,10771,5582,18329,4302,Yes,26576,574,937871,471460,Vehicle,439211,48,500.0,Not_Eligible
54,Female,Single,Post Graduate,90419,Private,21,Large,Own,9984,5,3,4613,1419,5499,21334,16273,No,16401,725,856418,435458,Vehicle,194475,41,5213.599999999999,High_Risk
30,Male,Single,Graduate,188211,Self-employed,13,Large,Rented,15813,4,2,13950,5477,5485,7694,17321,No,14497,808,194611,433442,Education,1499816,80,37790.899999999994,Eligible
41,Female,Married,Professional,102753,Government,19,Small,Rented,4466,3,0,13379,12645,1607,26441,6239,No,16542,627,882549,197232,Vehicle,1146921,40,7501.9,High_Risk
43,Female,Married,Graduate,156779,Government,23,Small,Family,2231,5,1,2749,1415,5044,16830,2031,Yes,17417,689,645436,284453,Vehicle,1389066,30,38171.7,High_Risk
59,Male,Single,Professional,159212,Self-employed,0,Large,Rented,25347,5,2,8435,8567,8143,7762,19255,No,13160,570,294404,154985,Education,885715,71,23990.05,Not_Eligible
50,Male,Married,Professional,26093,Government,12,Medium,Family,22165,1,3,8200,29881,13410,13120,5899,Yes,16374,368,672074,310838,Vehicle,632786,47,500.0,Not_Eligible
29,Male,Married,Graduate,119089,Private,21,Small,Rented,8396,3,3,3654,5424,3836,21451,10200,Yes,5881,756,368290,399784,E-commerce Shopping,157348,64,21086.449999999997,Eligible
53,Female,Single,Graduate,87043,Self-employed,1,Large,Rented,13241,3,0,14799,6207,13324,15027,3636,Yes,24067,645,778770,235813,E-commerce Shopping,578272,19,500.0,Not_Eligible
44,Female,Single,Professional,139534,Private,21,Large,Own,10411,2,2,10885,8369,9901,13100,10749,No,13326,779,977442,151255,Home Appliances,1474037,42,21977.55,Eligible
45,Male,Married,Professional,151902,Self-employed,13,Small,Own,13112,4,0,9515,16618,1766,11148,4921,No,16948,555,382478,406389,E-commerce Shopping,391483,37,27255.899999999998,Not_Eligible
34,Female,Single,High School,176680,Private,0,Medium,Own,24797,6,2,5439,19296,13790,12563,3863,No,8890,684,200451,90273,Education,13403,84,30814.699999999997,High_Risk
29,Female,Married,Graduate,117865,Government,14,Medium,Rented,9383,2,1,10488,761,4598,26740,14188,No,11318,446,28386,81890,Vehicle,929256,59,14136.15,Not_Eligible
60,Female,Married,Graduate,139678,Government,17,Medium,Own,19699,4,4,2370,3878,12156,13306,8252,Yes,14249,826,222582,410122,Home Appliances,519329,27,23018.8,Eligible
30,Male,Married,High School,62287,Government,8,Small,Own,11481,2,0,2603,21790,1091,9508,5248,No,9960,638,436562,25806,Personal Loan,431923,17,500.0,Not_Eligible
50,Female,Married,Graduate,48427,Self-employed,21,Small,Own,5175,4,3,5747,1282,1099,14152,2017,Yes,11419,476,883776,403725,Personal Loan,326084,21,2637.6,Not_Eligible
28,Male,Single,High School,174467,Government,7,Small,Rented,17982,6,0,3533,15826,12216,21376,16453,Yes,9081,381,833120,134124,E-commerce Shopping,391694,53,27300.0,Not_Eligible
59,Male,Married,High School,144849,Self-employed,6,Medium,Family,26484,1,2,7565,17647,9877,18312,4780,No,8582,350,122926,371024,Home Appliances,466851,15,18060.699999999997,Not_Eligible
25,Female,Single,Graduate,124839,Private,8,Medium,Own,20646,4,0,8584,28150,8622,6231,10863,No,6282,566,73914,40468,Personal Loan,1021167,80,12411.349999999999,Not_Eligible
48,Male,Married,Post Graduate,107662,Government,8,Small,Rented,17926,6,1,1251,22087,2750,18151,15744,Yes,13985,790,297815,435611,Personal Loan,719854,27,5518.799999999999,High_Risk
60,Female,Married,Professional,32970,Private,10,Small,Rented,8333,2,2,2966,3613,13140,15315,7624,Yes,23411,815,699548,171626,Personal Loan,677250,25,500.0,Not_Eligible
30,Male,Single,Graduate,85218,Government,3,Small,Family,14460,3,3,12856,4446,4669,21897,5271,No,19193,791,286689,68709,E-commerce Shopping,993166,83,849.0999999999999,Not_Eligible
55,Male,Married,Post Graduate,89362,Private,6,Medium,Own,89,5,3,12531,4636,1393,19059,17638,No,2172,747,936832,294741,E-commerce Shopping,1373960,61,11145.4,Eligible
44,Female,Single,High School,169443,Self-employed,20,Large,Rented,28561,6,2,11320,23493,9785,21245,18897,No,20083,556,737378,265212,Home Appliances,1326445,18,12620.65,Not_Eligible
48,Male,Single,Post Graduate,165338,Government,6,Large,Rented,20790,6,1,9358,3383,12073,25329,4369,Yes,18650,308,780608,305723,E-commerce Shopping,1077731,53,24985.1,Not_Eligible
49,Male,Married,Graduate,165267,Self-employed,3,Medium,Rented,5490,6,0,14527,19393,10077,28797,19560,Yes,12568,620,9786,262689,E-commerce Shopping,743703,12,19199.25,High_Risk
60,Male,Married,Graduate,125949,Self-employed,11,Small,Family,15287,4,4,10758,18006,9139,24712,7425,Yes,27063,671,263668,89152,Education,899087,74,4745.65,Not_Eligible
45,Female,Married,Post Graduate,141895,Private,25,Small,Own,10455,4,3,7571,7275,4052,16748,16616,Yes,7919,622,991740,142550,E-commerce Shopping,281151,57,24940.649999999998,High_Risk
54,Female,Married,Graduate,42315,Government,26,Small,Rented,11704,3,1,3007,27454,9696,5313,1187,No,22629,642,287384,200671,Home Appliances,481446,64,500.0,Not_Eligible
48,Male,Single,Professional,98804,Self-employed,26,Small,Rented,20090,1,1,7813,29,6236,20153,5423,No,3111,556,944934,57091,E-commerce Shopping,181637,47,12582.15,Not_Eligible
54,Male,Married,Post Graduate,56581,Private,16,Medium,Rented,17593,2,1,7206,16692,4750,10136,4980,No,27094,447,580885,22888,E-commerce Shopping,634128,68,500.0,Not_Eligible
46,Male,Married,High School,191609,Private,19,Large,Rented,4978,1,0,8384,9701,2777,6562,6999,No,17783,491,151902,445162,Education,157457,27,47048.75,Not_Eligible
52,Female,Married,Post Graduate,112357,Private,30,Large,Own,3224,4,1,8518,18477,7933,12624,4898,No,13916,423,826121,124215,Home Appliances,619865,60,14968.449999999999,Not_Eligible
31,Female,Married,Post Graduate,134761,Government,28,Medium,Own,4856,4,1,14818,19814,13629,13149,4805,No,17598,503,336737,171077,Personal Loan,545289,66,16132.199999999999,Not_Eligible
59,Male,Married,Post Graduate,128984,Government,25,Small,Rented,24177,6,2,4120,16520,12689,13496,17232,Yes,24438,636,53537,358223,Education,832365,46,5709.2,High_Risk
52,Female,Single,Post Graduate,107449,Private,30,Large,Rented,22623,6,2,4197,17158,9325,4359,18034,No,2481,384,122653,304137,E-commerce Shopping,668603,26,10245.199999999999,Not_Eligible
38,Female,Married,High School,168256,Government,2,Medium,Rented,23237,1,1,8854,17982,3925,20640,8105,Yes,2058,771,954865,458530,Vehicle,361383,53,29209.249999999996,Eligible
34,Female,Single,High School,169351,Private,8,Small,Family,25935,2,1,12504,9646,8347,10883,5925,No,5819,706,466083,4311,Education,740929,65,31602.199999999997,Eligible
40,Female,Married,High School,172642,Government,4,Large,Family,17922,4,2,4837,2603,7820,11264,15646,No,5365,834,305933,106235,Education,1268653,26,37514.75,Eligible
40,Male,Married,Post Graduate,145522,Government,19,Medium,Family,148,4,0,4025,2480,13499,16324,10493,No,6275,419,115575,106377,Home Appliances,1464245,50,32297.3,Not_Eligible
55,Female,Married,Professional,58030,Private,15,Large,Rented,15263,1,2,12554,9038,1584,8120,691,Yes,6627,355,461934,254795,Personal Loan,557958,22,1453.55,Not_Eligible
49,Female,Single,Professional,77245,Private,7,Large,Family,24449,5,2,4257,24782,10628,12374,13755,Yes,414,700,764442,342206,Personal Loan,1342045,34,500.0,Not_Eligible
37,Male,Married,High School,50133,Government,30,Medium,Own,24083,6,2,14622,27069,9548,8628,7,Yes,23881,813,196287,220768,Personal Loan,935366,36,500.0,Not_Eligible
30,Male,Single,Professional,189877,Private,20,Medium,Family,29386,3,2,4773,19514,8602,11674,15548,No,15157,661,28572,47322,Education,810152,54,29828.05,High_Risk
33,Female,Single,Professional,58998,Private,15,Large,Rented,17809,4,4,9077,9421,6196,28815,2082,Yes,28495,332,515889,99736,Vehicle,225084,40,500.0,Not_Eligible
60,Female,Married,Professional,163310,Private,18,Large,Own,18101,2,3,3953,16330,12546,5242,1703,No,4663,570,298139,13692,Home Appliances,185293,16,35270.2,Not_Eligible
44,Male,Single,Professional,130603,Private,15,Medium,Rented,9546,5,0,2294,22858,10942,11594,5227,No,11101,661,828774,296152,Vehicle,708502,26,19964.35,High_Risk
42,Male,Married,Professional,63245,Government,17,Small,Own,13538,1,0,6317,21075,2700,9147,11571,No,2402,743,488674,165663,Personal Loan,1488480,74,500.0,Not_Eligible
45,Male,Married,Graduate,38557,Self-employed,14,Small,Family,14115,1,1,3467,23052,10901,3764,8331,Yes,1579,769,48982,340073,Education,15274,10,500.0,Not_Eligible
28,Female,Single,High School,85474,Government,23,Small,Family,26981,2,4,1032,2796,4681,27347,19816,Yes,9936,447,52998,497719,Personal Loan,1175029,8,500.0,Not_Eligible
57,Female,Married,Post Graduate,106228,Private,27,Small,Own,19019,6,1,13196,27805,9728,4835,10394,Yes,24836,770,652339,52377,Vehicle,50165,77,500.0,Not_Eligible
51,Male,Married,Professional,80074,Private,17,Medium,Own,16188,6,0,1471,1127,3468,13781,658,No,23119,842,545536,207939,Personal Loan,872230,45,7091.7,High_Risk
31,Female,Single,Graduate,73204,Government,13,Small,Rented,2363,5,0,5113,6502,9342,11995,4661,Yes,13298,557,951718,413128,E-commerce Shopping,865199,57,6975.5,Not_Eligible
30,Male,Single,Post Graduate,171647,Private,23,Large,Own,27508,2,1,5690,13139,10947,9068,13534,No,21059,568,626576,188314,Home Appliances,908250,79,24745.699999999997,Not_Eligible
39,Female,Single,Graduate,166141,Government,15,Small,Rented,3107,4,3,10836,15724,3550,15409,3437,No,7171,651,388793,220872,Vehicle,531139,29,37417.45,High_Risk
42,Male,Single,Professional,170472,Self-employed,4,Medium,Own,5628,5,1,6805,12842,1887,22386,19132,Yes,22868,668,772824,353771,E-commerce Shopping,846718,26,27623.399999999998,High_Risk
56,Male,Single,Professional,170218,Private,7,Small,Own,17885,3,3,13632,25778,12187,26510,7514,No,17353,699,71514,324185,Personal Loan,306710,69,17275.649999999998,High_Risk
35,Female,Single,Professional,21846,Self-employed,15,Small,Family,1451,3,3,4071,10597,5838,22203,16229,No,94,324,996433,189450,Home Appliances,1165337,8,500.0,Not_Eligible
44,Female,Married,Professional,186424,Self-employed,20,Medium,Family,16195,2,2,7739,1287,3562,16552,6527,No,11984,811,725051,453044,Home Appliances,706792,68,42902.299999999996,Eligible
48,Female,Single,Post Graduate,38694,Private,0,Small,Rented,8641,3,0,1148,21234,10800,6124,851,Yes,6159,631,213580,288357,Home Appliances,1115648,18,500.0,Not_Eligible
39,Female,Single,Post Graduate,36740,Private,27,Medium,Rented,18219,2,2,8232,25124,8790,6195,2708,No,14310,839,732756,60191,Education,134829,59,500.0,Not_Eligible
31,Female,Married,Graduate,195510,Government,28,Small,Rented,15180,4,0,6480,20329,7727,16399,3868,No,5230,404,762620,170682,Home Appliances,703404,64,42103.95,Not_Eligible
45,Female,Married,High School,45996,Government,10,Medium,Own,12377,6,2,3756,13664,6531,27885,11370,Yes,20465,759,165282,250269,E-commerce Shopping,245729,67,500.0,Not_Eligible
50,Male,Single,Professional,78874,Private,29,Small,Own,10780,4,3,14661,3929,10433,9995,7509,Yes,28997,798,524681,340198,Vehicle,755787,20,500.0,Not_Eligible
38,Female,Single,Graduate,112661,Government,10,Large,Rented,28847,2,2,11948,17771,1207,15844,8534,No,21725,737,90760,178312,E-commerce Shopping,1206002,82,2374.75,Not_Eligible
45,Male,Married,Graduate,121945,Self-employed,1,Large,Own,26019,4,4,7408,25849,4832,14152,15683,Yes,7438,485,789766,185866,Personal Loan,167712,40,7197.4,Not_Eligible
42,Male,Single,Graduate,190272,Self-employed,29,Medium,Family,22235,3,2,11602,29815,4361,16887,1786,Yes,9066,668,674447,51600,Education,600007,20,33082.0,High_Risk
29,Female,Single,Professional,37970,Private,21,Medium,Own,19332,4,2,7261,3263,3899,9841,19287,No,28083,443,239889,487263,Education,176485,16,500.0,Not_Eligible
27,Male,Married,Professional,156967,Government,18,Medium,Family,20319,3,2,11158,25382,9151,25540,12863,No,10910,373,20323,166666,Personal Loan,1276610,28,14575.4,Not_Eligible
47,Male,Single,Graduate,184143,Private,23,Large,Rented,16333,6,4,13374,1927,14596,5256,8973,No,12381,799,645580,70200,Vehicle,317096,72,38956.049999999996,Eligible
50,Female,Married,Professional,198340,Self-employed,4,Medium,Own,23214,6,0,13303,27709,12779,19818,3748,Yes,29668,390,960249,148437,Education,582883,13,23835.35,Not_Eligible
48,Female,Single,Graduate,168330,Private,2,Small,Rented,20093,3,2,6663,29905,11947,14315,6646,Yes,8527,351,233349,477233,Personal Loan,465439,4,24581.899999999998,Not_Eligible
43,Female,Married,Post Graduate,103890,Private,27,Medium,Family,27818,1,0,3796,24358,6750,11078,1338,No,26100,315,205385,417785,Personal Loan,837544,27,928.1999999999999,Not_Eligible
49,Male,Married,Professional,72300,Private,25,Medium,Rented,17673,4,1,11472,20365,11917,9019,5306,No,16547,437,420989,373215,Personal Loan,568350,69,500.0,Not_Eligible
45,Female,Married,Post Graduate,76915,Private,22,Small,Family,16887,4,3,3447,10291,5034,3849,3796,Yes,27517,488,127280,199504,Personal Loan,601460,63,2132.9,Not_Eligible
36,Female,Single,High School,154516,Self-employed,29,Small,Family,24335,2,1,8276,18129,3279,27682,19254,No,5505,826,94391,429108,Home Appliances,1261406,42,16819.6,Eligible
57,Female,Married,Professional,90147,Private,7,Large,Rented,21435,2,4,12494,28984,6761,22055,17075,No,6555,428,695291,315992,Vehicle,1045704,32,500.0,Not_Eligible
28,Female,Single,High School,91064,Private,3,Small,Family,3097,5,4,11610,20372,10180,27695,3878,Yes,29039,413,268284,485115,Personal Loan,1248798,11,500.0,Not_Eligible
31,Male,Married,Graduate,81535,Government,28,Small,Rented,13588,3,0,7832,13590,14168,9210,3916,Yes,15655,386,374488,221391,Home Appliances,49505,32,1251.6,Not_Eligible
46,Female,Married,Professional,18760,Private,12,Medium,Rented,18531,6,0,12448,12675,7747,17417,658,No,8510,525,239927,150240,Home Appliances,1256756,23,500.0,Not_Eligible
57,Male,Married,Professional,182956,Government,26,Large,Rented,9657,6,2,12737,17609,7475,11144,5933,No,17662,423,551940,415169,E-commerce Shopping,1023824,47,35258.649999999994,Not_Eligible
41,Female,Single,Professional,117715,Private,24,Small,Family,4520,1,1,10355,24490,8804,16001,18087,No,1854,428,242600,430250,Personal Loan,128048,14,11761.4,Not_Eligible
48,Male,Single,High School,140491,Government,21,Large,Family,18281,3,0,4457,22666,12051,25200,11444,Yes,10000,644,746848,146214,Home Appliances,1133632,44,12737.199999999999,High_Risk
58,Male,Married,High School,172094,Private,13,Small,Own,13341,4,0,5370,5971,13494,29468,402,No,23077,593,727884,316457,E-commerce Shopping,870853,55,28339.85,Not_Eligible
52,Male,Single,Graduate,145992,Government,0,Large,Rented,3716,5,0,11151,18450,2649,8788,15821,No,27519,763,634339,434891,E-commerce Shopping,1187748,32,20264.3,Eligible
46,Female,Single,Post Graduate,189202,Private,4,Small,Rented,29577,3,3,10422,14656,3408,18987,8427,Yes,1443,439,358018,52202,Personal Loan,85885,48,35798.7,Not_Eligible
41,Male,Single,Post Graduate,189953,Private,20,Medium,Rented,14831,5,0,10915,8286,14662,5161,605,Yes,3765,747,612666,78753,Education,1025912,72,46104.799999999996,Eligible
58,Female,Married,High School,77399,Government,6,Large,Rented,8842,3,3,2639,129,11612,23100,622,Yes,16570,437,776775,495256,Home Appliances,733994,81,4859.75,Not_Eligible
30,Female,Single,Professional,182523,Private,22,Large,Rented,29669,4,4,9222,7272,10316,11951,18217,Yes,14360,803,896729,213581,Education,1192083,62,28530.6,Eligible
30,Female,Married,Post Graduate,197485,Private,5,Small,Rented,27838,4,2,14148,7088,14781,4646,5845,Yes,6285,754,981761,297864,E-commerce Shopping,293874,57,40898.899999999994,Eligible
58,Female,Married,Post Graduate,77278,Private,14,Large,Rented,1210,3,1,7687,3268,9720,16247,5708,No,16811,625,816030,419194,Education,1224592,56,5819.45,High_Risk
